title,author,date,abstract,column,url
Column: Lifting the tobacco ban on campus could create a source of income for the university,Chuck Valadez,"April 20, 2017",N/A,Opinion,https://wildcat.arizona.edu/130237/opinions/column-lifting-the-tobacco-ban-on-campus-could-create-a-source-of-income-for-the-university/
Column: Martha McSally has a view on women’s rights for both Republicans and Democrats,Toni Marcheva,"April 18, 2017",N/A,Opinion,https://wildcat.arizona.edu/122223/opinions/column-martha-mcsally-has-a-view-on-womens-rights-for-both-republicans-and-democrats/
Column: Uber and Lyft provide students an uncomfortable ride,Talya Jaffe,"April 16, 2017",N/A,Opinion,https://wildcat.arizona.edu/134102/opinions/column-uber-and-lyft-provide-students-an-uncomfortable-ride/
Column: The proposed honors college village limits options for in-state prospective honors students,Toni Marcheva,"April 13, 2017",N/A,Opinion,https://wildcat.arizona.edu/102690/opinions/column-the-proposed-honors-college-village-limits-options-for-in-state-prospective-honors-students/
Column: Gov. Ducey’s call for a convention of the states won’t fix the issues our nation faces,Toni Marcheva,"April 11, 2017",N/A,Opinion,https://wildcat.arizona.edu/130630/opinions/column-gov-duceys-call-for-a-convention-of-the-states-wont-fix-the-issues-our-nation-faces/
"Column: U.S.-Mexico border sees fewer arrests, despite President Trump taking no action",Claudia Drace,"April 10, 2017",N/A,Opinion,https://wildcat.arizona.edu/128519/opinions/column-u-s-mexico-border-sees-fewer-arrests-despite-president-trump-taking-no-action/
Letter: Move to protect Dreamers now,Jude Udeozor,"March 28, 2017",N/A,Opinion,https://wildcat.arizona.edu/131762/opinions/letter-move-to-protect-dreamers-now/
Column: Senate confirmation hearings as serious as ever,Toni Marcheva,"March 28, 2017",N/A,Opinion,https://wildcat.arizona.edu/135746/opinions/column-senate-confirmation-hearings-as-serious-as-ever/
"Column: Regents, students need common ground on graduate student fees",Jude Udeozor,"March 19, 2017",N/A,Opinion,https://wildcat.arizona.edu/130911/opinions/column-regents-students-need-common-ground-on-graduate-student-fees/
Column: The search for UA’s next president shouldn’t be behind closed doors,Leah Gilchrist,"March 8, 2017",N/A,Opinion,https://wildcat.arizona.edu/145764/opinions/column-the-search-for-uas-next-president-shouldnt-be-behind-closed-doors/
Column: White House orders increased marijuana enforcement,Chuck Valadez,"March 3, 2017",N/A,Opinion,https://wildcat.arizona.edu/137948/opinions/column-white-house-orders-increased-marijuana-enforcement/
Editorial: The Daily Wildcat endorses Stefano Saltalamacchia for ASUA President,Daily Wildcat Opinions Board,"February 28, 2017",N/A,Opinion,https://wildcat.arizona.edu/115867/opinions/editorial-the-daily-wildcat-endorses-stefano-saltalamacchia-for-asua-president/
Column: Senate Bill 1142 is out to get you,Toni Marcheva,"February 28, 2017",N/A,Opinion,https://wildcat.arizona.edu/109244/opinions/column-senate-bill-1142-is-out-to-get-you/
Editorial: The Daily Wildcat endorses Lorenzo Johnson for ASUA AVP and Emily Hastings for EVP,Daily Wildcat Opinions Board,"February 27, 2017",N/A,Opinion,https://wildcat.arizona.edu/131596/opinions/editorial-the-daily-wildcat-endorses-lorenzo-johnson-for-asua-avp-and-emily-hastings-for-evp/
Column: President Trump rolls back Obama era Transgender bathroom protections,Leah Gilchrist,"February 27, 2017",N/A,Opinion,https://wildcat.arizona.edu/144492/opinions/column-president-trump-rolls-back-obama-era-transgender-bathroom-protections/
GPSC open letter to the future UA president,Jude Udeozor,"February 26, 2017",N/A,Opinion,https://wildcat.arizona.edu/109910/opinions/gpsc-open-letter-to-the-future-ua-president/
"Column: You as a student, can make the difference",Talya Jaffe,"February 24, 2017",N/A,Opinion,https://wildcat.arizona.edu/118205/opinions/column-you-as-a-student-can-make-the-difference/
Column: Day without immigrants strike puts the nation on notice,Julian Cardenas,"February 22, 2017",N/A,Opinion,https://wildcat.arizona.edu/114284/opinions/column-day-without-immigrants-strike-puts-the-nation-on-notice/
Column: Tucson shouldn’t appeal the World View decision,Toni Marcheva,"February 22, 2017",N/A,Opinion,https://wildcat.arizona.edu/115456/opinions/column-tucson-shouldnt-appeal-the-world-view-decision/
Column: Legalize charity haircuts for the homeless,Aurora Begay,"February 20, 2017",N/A,Opinion,https://wildcat.arizona.edu/103356/opinions/column-legalize-charity-haircuts-for-the-homeless/
Column: The deportation of Guadalupe Garcia de Rayos,Chuck Valadez,"February 19, 2017",N/A,Opinion,https://wildcat.arizona.edu/122641/opinions/column-the-deportation-of-guadalupe-garcia-de-rayos/
Column: Michael Flynn resigns as National Security Adviser,Raad Zaghloul,"February 17, 2017",N/A,Opinion,https://wildcat.arizona.edu/135310/opinions/column-michael-flynn-resigns-as-national-security-adviser/
Column: Say no to stripped down degrees,Leah Gilchrist,"February 14, 2017",N/A,Opinion,https://wildcat.arizona.edu/114326/opinions/column-say-no-to-stripped-down-degrees/
Column: Heart of gold,Nicholas Leon,"February 11, 2017",N/A,Opinion,https://wildcat.arizona.edu/114607/opinions/column-heart-of-gold/
Column: Tucson Mayor dabbles in foreign affairs,Chuck Valadez,"February 10, 2017",N/A,Opinion,https://wildcat.arizona.edu/144825/opinions/column-tucson-mayor-dabbles-in-foreign-affairs/
Column: Internet outraged over Trump’s White House dress code,Julian Cardenas,"February 9, 2017",N/A,Opinion,https://wildcat.arizona.edu/107759/opinions/column-internet-outraged-over-trumps-white-house-dress-code/
"Column: Rex Tillerson, CEO of State",Claudia Drace,"February 7, 2017",N/A,Opinion,https://wildcat.arizona.edu/100041/opinions/column-rex-tillerson-ceo-of-state/
Trending: #PressOn,Leah Gilchrist,"February 5, 2017",N/A,Opinion,https://wildcat.arizona.edu/127877/opinions/trending-presson/
Column: Sally Yates is out and Dana Boente is in,Chuck Valadez,"February 4, 2017",N/A,Opinion,https://wildcat.arizona.edu/143394/opinions/column-sally-yates-is-out-and-dana-boente-is-in/
Column: Trumps Supreme Court nominee ain’t half bad,Andrew Alamban,"February 2, 2017",N/A,Opinion,https://wildcat.arizona.edu/118428/opinions/column-trumps-supreme-court-nominee-aint-half-bad/
Column: Stop the refugee ban,Claudia Drace,"February 2, 2017",N/A,Opinion,https://wildcat.arizona.edu/134382/opinions/column-stop-the-refugee-ban/
Column: Take back terms of endearment,Julian Cardenas,"February 1, 2017",N/A,Opinion,https://wildcat.arizona.edu/138691/opinions/column-take-back-terms-of-endearment/
Column: Lets talk about privilege,Talya Jaffe,"January 31, 2017",N/A,Opinion,https://wildcat.arizona.edu/117161/opinions/column-lets-talk-about-privilege/
Column: Trump promised American greatness but only the people can deliver,Toni Marcheva,"January 29, 2017",N/A,Opinion,https://wildcat.arizona.edu/143179/opinions/column-trump-promised-american-greatness-but-only-the-people-can-deliver/
Column: Betsy Devos and questions of qualifications,Leah Gilchrist,"January 29, 2017",N/A,Opinion,https://wildcat.arizona.edu/117494/opinions/column-betsy-devos-and-questions-of-qualifications/
Column: Mike Pence’s LGBT dance party,Aurora Begay,"January 26, 2017",N/A,Opinion,https://wildcat.arizona.edu/138070/opinions/column-mike-pences-lgbt-dance-party/
Column: Twitter politics weekend recap,Scott Felix,"January 24, 2017",N/A,Opinion,https://wildcat.arizona.edu/139339/opinions/column-twitter-politics-weekend-recap/
Column: Unlicensed contractor builds cabinet,Jackson Morrison,"January 23, 2017",N/A,Opinion,https://wildcat.arizona.edu/136771/opinions/column-unlicensed-contractor-builds-cabinet/
Column: Trump is the unpresidential president-elect,Leah Gilchrist,"January 20, 2017",N/A,Opinion,https://wildcat.arizona.edu/106633/opinions/column-trump-is-the-unpresidential-president-elect/
Column: Trump versus journalism,Aurora Begay,"January 19, 2017",N/A,Opinion,https://wildcat.arizona.edu/122348/opinions/column-trump-versus-journalism/
"Column: HB 2120, the next step in ending education as we know it",Julian Cardenas,"January 17, 2017",N/A,Opinion,https://wildcat.arizona.edu/141754/opinions/column-hb-2120-the-next-step-in-ending-education-as-we-know-it/
Diary of a mad brown student: Racism in Disney World,Julian Cardenas,"January 15, 2017",N/A,Opinion,https://wildcat.arizona.edu/128294/opinions/diary-of-a-mad-brown-student-racism-in-disney-world/
Column: A Flake-oclypse now,Raad Zaghloul,"January 13, 2017",N/A,Opinion,https://wildcat.arizona.edu/99085/opinions/column-a-flake-oclypse-now/
Column: Defunding Planned Parenthood is a mistake,Aurora Begay,"January 13, 2017",N/A,Opinion,https://wildcat.arizona.edu/127424/opinions/column-defunding-planned-parenthood-is-a-mistake/
Column: Set new goals for yourself this semester,Andrew Alamban,"January 12, 2017",N/A,Opinion,https://wildcat.arizona.edu/139789/opinions/column-set-new-goals-for-yourself-this-semester/
Column: T.S.A. security screenings questionably effective,Leah Gilchrist,"January 10, 2017",N/A,Opinion,https://wildcat.arizona.edu/102645/opinions/column-t-s-a-security-screenings-questionably-effective/
Column: Make the Grand Canyon grand again,Claudia Drace,"January 10, 2017",N/A,Opinion,https://wildcat.arizona.edu/106021/opinions/column-make-the-grand-canyon-grand-again/
"Column: Trump’s ‘greater,’ whiter America",Andrew Alamban,"December 7, 2016",N/A,Opinion,https://wildcat.arizona.edu/105187/opinions/column-trumps-greater-whiter-america/
"Letters to the Editor: December 6, 2016",Michael H. Franz,"December 7, 2016",N/A,Opinion,https://wildcat.arizona.edu/113038/opinions/letters-to-the-editor-december-6-2016/
Column: Stopping the Dakota Access Pipeline is still an ongoing battle,Aurora Begay,"December 6, 2016",N/A,Opinion,https://wildcat.arizona.edu/112406/opinions/column-stopping-the-dakota-access-pipeline-is-still-an-ongoing-battle/
"Column: Make no mistake, Fidel Castro was an evil man",Christine Flowers,"December 5, 2016",N/A,Opinion,https://wildcat.arizona.edu/127286/opinions/column-make-no-mistake-fidel-castro-was-an-evil-man/
Column: Protect your health during finals,Leah Gilchrist,"December 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/109156/opinions/column-protect-your-health-during-finals/
Column: Stay grateful in the tough times,Elizabeth Quinlan,"December 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/142385/opinions/column-stay-grateful-in-the-tough-times/
Campus zombies: Get out of your bubble,Julian Cardenas,"November 30, 2016",N/A,Opinion,https://wildcat.arizona.edu/100481/opinions/campus-zombies-get-out-of-your-bubble/
Column: The electoral college is for all of America,Claudia Drace,"November 29, 2016",N/A,Opinion,https://wildcat.arizona.edu/127290/opinions/column-the-electoral-college-is-for-all-of-america/
Column: Trump’s backhanded tweets,Leah Gilchrist,"November 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/100001/opinions/column-trumps-backhanded-tweets/
Column: Learning from Trump’s victory,Julian Cardenas,"November 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/101744/opinions/column-learning-from-trumps-victory/
Column: The argument for sleep in finals week,Andrew Alamban,"November 24, 2016",N/A,Opinion,https://wildcat.arizona.edu/114925/opinions/column-the-argument-for-sleep-in-finals-week/
Column: Defend democracy with the Democrats,Raad Zaghloul,"November 23, 2016",N/A,Opinion,https://wildcat.arizona.edu/107982/opinions/column-defend-democracy-with-the-democrats/
Column: Patients before profit,Andrew Alamban,"November 22, 2016",N/A,Opinion,https://wildcat.arizona.edu/107848/opinions/column-patients-before-profit/
Column: Raise the federal minimum wage,Claudia Drace,"November 20, 2016",N/A,Opinion,https://wildcat.arizona.edu/122550/opinions/column-raise-the-federal-minimum-wage/
"The reader’s voice: We asked you how the 2016 election results affected you, here’s what you had to say",N/A,"November 18, 2016",N/A,Opinion,https://wildcat.arizona.edu/112150/opinions/the-readers-voice-we-asked-you-how-the-2016-election-results-affected-you-heres-what-you-had-to-say/
Column: Why we all should be wearing safety pins,Julian Cardenas,"November 16, 2016",N/A,Opinion,https://wildcat.arizona.edu/118270/opinions/column-why-we-all-should-be-wearing-safety-pins/
Letter from the editor: Tell us your thoughts on the 2016 election,Sam Gross,"November 14, 2016",N/A,Opinion,https://wildcat.arizona.edu/125530/opinions/letter-from-the-editor-tell-us-your-thoughts-on-the-2016-election/
"Column: Go explore the big, beautiful world",Megha Raghunathan,"November 13, 2016",N/A,Opinion,https://wildcat.arizona.edu/119960/opinions/column-go-explore-the-big-beautiful-world/
"Diaries of a Mad Brown Student: Stupid, little Mexican",Julian Cardenas,"November 13, 2016",N/A,Opinion,https://wildcat.arizona.edu/117268/opinions/diaries-of-a-mad-brown-student-stupid-little-mexican/
Column: Unplug and go live with music,Andrew Alamban,"November 9, 2016",N/A,Opinion,https://wildcat.arizona.edu/110499/opinions/column-unplug-and-go-live-with-music/
Column: A letter to the country I love,Raad Zaghloul,"November 9, 2016",N/A,Opinion,https://wildcat.arizona.edu/123014/opinions/column-a-letter-to-the-country-i-love/
Column: Trump takes all,Nicholas Leon,"November 9, 2016",N/A,Opinion,https://wildcat.arizona.edu/107530/opinions/column-trump-takes-all/
Column: Getting to the right opinion,Jackson Morrison,"November 8, 2016",N/A,Opinion,https://wildcat.arizona.edu/99427/opinions/column-getting-to-the-right-opinion/
Column: Why you should vote yes on Prop. 206,Leah Gilchrist,"November 6, 2016",N/A,Opinion,https://wildcat.arizona.edu/127073/opinions/column-why-you-should-vote-yes-on-prop-206/
Column: Now is Arizona’s chance to pass Proposition 205,Claudia Drace,"November 4, 2016",N/A,Opinion,https://wildcat.arizona.edu/125107/opinions/column-now-is-arizonas-chance-to-pass-proposition-205/
Letter to the editor: The rewards of foreign language learning,Jesse William Archbold,"October 31, 2016",N/A,Opinion,https://wildcat.arizona.edu/116301/opinions/letter-to-the-editor-the-rewards-of-foreign-language-learning/
Column: The Continuing Folly of the Clinton Email Drama,Raad Zaghloul,"October 31, 2016",N/A,Opinion,https://wildcat.arizona.edu/130555/opinions/column-the-continuing-folly-of-the-clinton-email-drama/
Column: The dangerous AT&T takeover of Time Warner,Isaac Rounseville,"October 29, 2016",N/A,Opinion,https://wildcat.arizona.edu/98370/opinions/column-the-dangerous-att-takeover-of-time-warner/
Column: Congressional and presidential elections shouldn’t occur at the same time,Jackson Morrison,"October 28, 2016",N/A,Opinion,https://wildcat.arizona.edu/122675/opinions/column-congressional-and-presidential-elections-shouldnt-occur-at-the-same-time/
Column: Homecoming’s big budget is more than worth it,Leah Gilchrist,"October 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/140437/opinions/column-homecomings-big-budget-is-more-than-worth-it/
Column: Donald Trump fundamentally misunderstands late-term abortion,Rhiannon Bauer,"October 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/129417/opinions/column-donald-trump-fundamentally-misunderstands-late-term-abortion/
Column: Bad decisions and good weekends,Megha Raghunathan,"October 23, 2016",N/A,Opinion,https://wildcat.arizona.edu/110332/opinions/column-bad-decisions-and-good-weekends/
Column: Foreign language learning frustrations,Rhiannon Bauer,"October 22, 2016",N/A,Opinion,https://wildcat.arizona.edu/136957/opinions/column-foreign-language-learning-frustrations/
Column: The third and final debate,Raad Zaghloul,"October 20, 2016",N/A,Opinion,https://wildcat.arizona.edu/117782/opinions/column-the-third-and-final-debate/
Column: Political views across the family landscape,Julian Cardenas,"October 20, 2016",N/A,Opinion,https://wildcat.arizona.edu/133928/opinions/column-political-views-across-the-family-landscape/
"COLUMN: Oh, how the times have changed, Sen. Sanders",Raad Zaghloul,"October 19, 2016",N/A,Opinion,https://wildcat.arizona.edu/114350/opinions/column-oh-how-the-times-have-changed-sen-sanders/
Column: USS Arizona memorial is redundant and unnecessary,Rhiannon Bauer,"September 25, 2016",N/A,Opinion,https://wildcat.arizona.edu/108921/opinions/column-uss-arizona-memorial-is-redundant-and-unnecessary/
Column: The explosive rise and steady fall of Pokémon Go,Annetta Nit,"September 8, 2016",N/A,Opinion,https://wildcat.arizona.edu/120458/opinions/column-the-explosive-rise-and-steady-fall-of-pokmon-go/
"Column: Students should be the Med School’s first priority, not an expensive chauffeur service",Rhiannon Bauer,"August 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/110139/opinions/column-students-should-be-the-med-schools-first-priority-not-an-expensive-chauffeur-service/
Column: Why we should defend our right to light,Megha Raghunathan,"August 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/115578/opinions/column-why-we-should-defend-our-right-to-light/
Introverts unite: UA party culture isn’t for everyone,Andrew Alamban,"August 24, 2016",N/A,Opinion,https://wildcat.arizona.edu/111732/opinions/introverts-unite-ua-party-culture-isnt-for-everyone/
"Outside from Inside: You’ll be alright, international students",Megha Raghunathan,"August 24, 2016",N/A,Opinion,https://wildcat.arizona.edu/145269/opinions/outside-from-inside-youll-be-alright-international-students/
Column: Your vote is your voice,Jackson Morrison,"August 7, 2016",N/A,Opinion,https://wildcat.arizona.edu/117726/opinions/column-your-vote-is-your-voice/
Column: United States? More like divided states,Rhiannon Bauer,"August 7, 2016",N/A,Opinion,https://wildcat.arizona.edu/102718/opinions/column-united-states-more-like-divided-states/
Fear and loathing at the Fox Theatre,Rhiannon Bauer,"August 3, 2016",N/A,Opinion,https://wildcat.arizona.edu/139201/opinions/fear-and-loathing-at-the-fox-theatre/
Column: ‘Bernie or bust’ could bust America,Rhiannon Bauer,"August 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/146488/opinions/column-bernie-or-bust-could-bust-america/
Column: Sun Link could do more for Tucson,Jackson Morrison,"August 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/134315/opinions/column-sun-link-could-do-more-for-tucson/
"Column: To procrastinate, or not to procrastinate?",Talya Jaffe,"July 29, 2016",N/A,Opinion,https://wildcat.arizona.edu/134252/opinions/column-to-procrastinate-or-not-to-procrastinate/
Head to Head: Are gen eds great or just a waste?,Rhiannon Bauer and Jackson Morrison,"July 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/123797/opinions/head-to-head-are-gen-eds-great-or-just-a-waste/
Column: Learning to love the Dirty T,Rhiannon Bauer,"July 24, 2016",N/A,Opinion,https://wildcat.arizona.edu/119139/opinions/column-learning-to-love-the-dirty-t/
Head to Head: Free speech on campus and beyond,Nick Havey,"July 11, 2016",N/A,Opinion,https://wildcat.arizona.edu/141710/opinions/head-to-head-free-speech-on-campus-and-beyond/
Column: Keeping healthy in the dorms,Jackson Morrison,"July 11, 2016",N/A,Opinion,https://wildcat.arizona.edu/107570/opinions/column-keeping-healthy-in-the-dorms/
Column: You never know with roommates,Talya Jaffe,"July 8, 2016",N/A,Opinion,https://wildcat.arizona.edu/138916/opinions/column-you-never-know-with-roommates/
Column: A look at UA sex and love,Jackson Morrison,"July 6, 2016",N/A,Opinion,https://wildcat.arizona.edu/99752/opinions/column-a-look-at-ua-sex-and-love/
Column: UA pay increases aren’t enough,Scott Felix,"July 6, 2016",N/A,Opinion,https://wildcat.arizona.edu/140047/opinions/column-ua-pay-increases-arent-enough/
Through the shot glass: A look at UA frat party culture,Talya Jaffe,"June 28, 2016",N/A,Opinion,https://wildcat.arizona.edu/101729/opinions/through-the-shot-glass-a-look-at-ua-frat-party-culture/
"Column: This election season, vote local",Jackson Morrison,"June 25, 2016",N/A,Opinion,https://wildcat.arizona.edu/106535/opinions/column-this-election-season-vote-local/
Column: Straight allies are important to LBGT activism,Rhiannon Bauer,"June 21, 2016",N/A,Opinion,https://wildcat.arizona.edu/116892/opinions/column-straight-allies-are-important-to-lbgt-activism/
Column: Arizona can lead the push for gun control,Jackson Morrison,"June 21, 2016",N/A,Opinion,https://wildcat.arizona.edu/110255/opinions/column-arizona-can-lead-the-push-for-gun-control/
More STEM gen-eds would improve students job prospects,Connor Gilmore,"June 18, 2016",N/A,Opinion,https://wildcat.arizona.edu/121881/opinions/more-stem-gen-eds-would-improve-students-job-prospects/
Column: The problem with private healthcare,Jackson Morrison,"June 15, 2016",N/A,Opinion,https://wildcat.arizona.edu/121985/opinions/column-the-problem-with-private-healthcare/
UA needs more support for Interdisciplinary study,Talya Jaffe,"June 12, 2016",N/A,Opinion,https://wildcat.arizona.edu/143791/opinions/ua-needs-more-support-for-interdisciplinary-study/
"Column: Summer students need to eat, too",Scott Felix,"June 9, 2016",N/A,Opinion,https://wildcat.arizona.edu/104380/opinions/column-summer-students-need-to-eat-too/
Column: The dormy days ahead,Jackson Morrison,"June 7, 2016",N/A,Opinion,https://wildcat.arizona.edu/117687/opinions/column-the-dormy-days-ahead/
Column: For-profit schools aren’t the devil,Jackson Morrison,"June 7, 2016",N/A,Opinion,https://wildcat.arizona.edu/113249/opinions/column-for-profit-schools-arent-the-devil/
"Column: UAccess will always win, freshmen",Nicole Rochon,"May 23, 2016",N/A,Opinion,https://wildcat.arizona.edu/124092/opinions/column-uaccess-will-always-win-freshmen/
Column: College is the time to make friendships that last a lifetime,Stephanie Shaw,"May 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/123320/opinions/column-college-is-the-time-to-make-friendships-that-last-a-lifetime/
"Column: Bow down to Queen Bey, ‘Lemonade’ was a masterpiece",Sabrina Etcheverry,"May 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/102127/opinions/column-bow-down-to-queen-bey-lemonade-was-a-masterpiece/
"Column: We should thank Obama, for real this time",Scott Baca,"May 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/101653/opinions/column-we-should-thank-obama-for-real-this-time/
Column: The “pink tax” is keeping women from financial equality,Michael Cortez,"May 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/115720/opinions/column-the-pink-tax-is-keeping-women-from-financial-equality/
Column: Tests are useless stressors in student’s lives,Rhiannon Bauer,"May 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/130900/opinions/column-tests-are-useless-stressors-in-students-lives/
Column: Finals week doesn’t have to be the worst week of your life,Jessica Suriano,"May 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/129357/opinions/column-finals-week-doesnt-have-to-be-the-worst-week-of-your-life/
Column: Health insurance is a waste of your hard-earned money,Daniel Geffre,"April 30, 2016",N/A,Opinion,https://wildcat.arizona.edu/145488/opinions/column-health-insurance-is-a-waste-of-your-hard-earned-money/
Column: Music is more than background noise,Daniel Geffre,"April 30, 2016",N/A,Opinion,https://wildcat.arizona.edu/123179/opinions/column-music-is-more-than-background-noise/
Column: Associating the Arabic language with terrorism is a dangerous and entirely incorrect correlation,Marissa Heffernan,"April 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/130084/opinions/column-associating-the-arabic-language-with-terrorism-is-a-dangerous-and-entirely-incorrect-correlation/
Column: Committing to a serious relationship in college can jeopardize your career goals,Stephanie Shaw,"April 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/117868/opinions/column-committing-to-a-serious-relationship-in-college-can-jeopardize-your-career-goals/
Column: Let’s hold phone-walkers accountable for their actions,Michael Cortez,"April 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/128613/opinions/column-lets-hold-phone-walkers-accountable-for-their-actions/
Column: The right to free speech doesn’t give right to make others feel unsafe,Daniel Geffre,"April 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/113189/opinions/column-the-right-to-free-speech-doesnt-give-right-to-make-others-feel-unsafe/
Column: Professors shouldn’t assign all important coursework at the end of the year,Sabrina Etcheverry,"April 25, 2016",N/A,Opinion,https://wildcat.arizona.edu/139584/opinions/column-professors-shouldnt-assign-all-important-coursework-at-the-end-of-the-year/
Column: Action Bronson’s lyrics can’t create an unsafe space for concert-goers,Scott Baca,"April 25, 2016",N/A,Opinion,https://wildcat.arizona.edu/115174/opinions/column-action-bronsons-lyrics-cant-create-an-unsafe-space-for-concert-goers/
"Column: Is there even music at Coachella anymore, or is it just a clothing ‘battleground’?",Nicole Rochon,"April 25, 2016",N/A,Opinion,https://wildcat.arizona.edu/103056/opinions/column-is-there-even-music-at-coachella-anymore-or-is-it-just-a-clothing-battleground/
Column: Bill Nye really is a science guy,Apoorva Bhaskara,"April 25, 2016",N/A,Opinion,https://wildcat.arizona.edu/110521/opinions/column-bill-nye-really-is-a-science-guy/
Column: Embracing body positivity can lead to rejecting healthy choices,Greg Castro,"April 24, 2016",N/A,Opinion,https://wildcat.arizona.edu/142454/opinions/column-embracing-body-positivity-can-lead-to-rejecting-healthy-choices/
"Column: As expectations placed on undergrads grow, so do their levels of stress",Sabrina Etcheverry,"April 23, 2016",N/A,Opinion,https://wildcat.arizona.edu/128424/opinions/column-as-expectations-placed-on-undergrads-grow-so-do-their-levels-of-stress/
"Column: Movies are nostalgic, TV shows are the future",Scott Baca,"April 22, 2016",N/A,Opinion,https://wildcat.arizona.edu/103703/opinions/column-movies-are-nostalgic-tv-shows-are-the-future/
Column: We need quality feminine products readily available on campus,Nicole Rochon,"April 22, 2016",N/A,Opinion,https://wildcat.arizona.edu/105941/opinions/column-we-need-quality-feminine-products-readily-available-on-campus/
Column: Why do we all depend on curves?,Stephanie Shaw,"April 22, 2016",N/A,Opinion,https://wildcat.arizona.edu/118039/opinions/column-why-do-we-all-depend-on-curves/
Column: We need more critical thinking in our classrooms,Michael Cortez,"April 19, 2016",N/A,Opinion,https://wildcat.arizona.edu/121282/opinions/column-we-need-more-critical-thinking-in-our-classrooms/
Column: UA is the perfect place to set up a career change,Marissa Heffernan,"April 19, 2016",N/A,Opinion,https://wildcat.arizona.edu/104269/opinions/column-ua-is-the-perfect-place-to-set-up-a-career-change/
Column: Advertisements on jerseys will spoil the experience of watching an NBA game,Daniel Geffre,"April 19, 2016",N/A,Opinion,https://wildcat.arizona.edu/113250/opinions/column-advertisements-on-jerseys-will-spoil-the-experience-of-watching-an-nba-game/
Column: Lawmakers who break the law shouldn’t get off so easily,Marissa Heffernan,"April 18, 2016",N/A,Opinion,https://wildcat.arizona.edu/123815/opinions/column-lawmakers-who-break-the-law-shouldnt-get-off-so-easily/
"Column: For everyone’s sake, fill out your TCEs",Apoorva Bhaskara,"April 18, 2016",N/A,Opinion,https://wildcat.arizona.edu/131134/opinions/column-for-everyones-sake-fill-out-your-tces/
Column: Studying abroad is more affordable than you think,Jessica Suriano,"April 18, 2016",N/A,Opinion,https://wildcat.arizona.edu/109148/opinions/column-studying-abroad-is-more-affordable-than-you-think/
Head to Head Column: Are bathroom bills beneficial or unnecessary?,Jacob Winkelman,"April 18, 2016",N/A,Opinion,https://wildcat.arizona.edu/123102/opinions/head-to-head-column-are-bathroom-bills-beneficial-or-unnecessary/
Column: What does hook up culture mean for millennials?,Jessica Suriano,"April 16, 2016",N/A,Opinion,https://wildcat.arizona.edu/121836/opinions/column-what-does-hook-up-culture-mean-for-millennials/
Column: Late-night television is in desperate need of a woman like Samantha Bee,Jacob Winkelman,"April 16, 2016",N/A,Opinion,https://wildcat.arizona.edu/114889/opinions/column-late-night-television-is-in-desperate-need-of-a-woman-like-samantha-bee/
"Column: BuzzFeed isn’t news, it’s entertainment—bad entertainment",Apoorva Bhaskara,"April 15, 2016",N/A,Opinion,https://wildcat.arizona.edu/121926/opinions/column-buzzfeed-isnt-news-its-entertainment-bad-entertainment/
Column: Gender and sexual minorities have different healthcare needs that must be addressed,Sabrina Etcheverry,"April 15, 2016",N/A,Opinion,https://wildcat.arizona.edu/138603/opinions/column-gender-and-sexual-minorities-have-different-healthcare-needs-that-must-be-addressed/
"Column: ‘All Lives Matter’ activists aren’t racist, they’re just naive",Scott Baca,"April 14, 2016",N/A,Opinion,https://wildcat.arizona.edu/102497/opinions/column-all-lives-matter-activists-arent-racist-theyre-just-naive/
STEM students benefit from summer internships,Frances Willberg,"April 13, 2016",N/A,Opinion,https://wildcat.arizona.edu/141495/opinions/stem-students-benefit-from-summer-internships/
"Column: If anything, women soccer stars deserve more pay than their male counterparts",Rhiannon Bauer,"April 11, 2016",N/A,Opinion,https://wildcat.arizona.edu/108372/opinions/column-if-anything-women-soccer-stars-deserve-more-pay-than-their-male-counterparts/
"Column: Buying secondhand clothes is a great way to help the environment, community",Marissa Heffernan,"April 10, 2016",N/A,Opinion,https://wildcat.arizona.edu/135114/opinions/column-buying-secondhand-clothes-is-a-great-way-to-help-the-environment-community/
"Column: Traffic laws are for everyone to follow, including bicyclists",Nicole Rochon,"April 10, 2016",N/A,Opinion,https://wildcat.arizona.edu/110382/opinions/column-traffic-laws-are-for-everyone-to-follow-including-bicyclists/
